token,coefficient
trilogy,-0.5065970878037178
ashes,-0.5073590250568915
platformer,-0.5081548780770908
african,-0.5094185157663766
elite,-0.5109621246548861
exciting,-0.5117381205578202
defense,-0.5131617805725185
service,-0.5147823526027553
angels,-0.5148228243115325
check,-0.5156511677303592
zombie,-0.5206802088933646
pets,-0.5228001966303225
mind,-0.52350042375227
lessons,-0.5239779022819824
solutions,-0.5239924442815117
fishing,-0.524227347797735
fun,-0.5258166814184579
southern,-0.53135488430823
aid,-0.5339178221544094
truth,-0.5341108054233845
dream,-0.5358973340337391
army,-0.5403600357187711
united,-0.5406866115747132
artist,-0.5410386608875072
flow,-0.5419583545326505
faith,-0.5425218874355395
win,-0.5431120563435945
fan,-0.5451355313341877
bubble,-0.5455877602620013
dancing,-0.5465981175857622
saga,-0.5483432528783299
wrestling,-0.5501256015313931
cosplay,-0.5525213984807488
demons,-0.5527177488839932
recipe,-0.5529354538401177
wars,-0.5544676059291592
deadly,-0.5552467902620624
confessions,-0.5552512626292816
called,-0.5564016691910039
reality,-0.5566512859431344
based,-0.556790396366276
motorcycle,-0.5568679895671854
military,-0.5572613655955533
uk,-0.5580584437862792
mom,-0.5587292646433956
producer,-0.5600122458596744
stock,-0.5602364933952213
parody,-0.5606977812651648
fat,-0.5623779567605333
date,-0.5633363137725257
worldwide,-0.5643986146507651
facebook,-0.5653035199198061
revenge,-0.5695519575654798
apple,-0.5697805382056367
apparel,-0.5698412458141393
twisted,-0.5720327357818514
real,-0.5729655330638561
simulator,-0.5736569188165419
frames,-0.5758401821987833
media,-0.576298052795206
fruit,-0.5776093492825609
designs,-0.5777861541327349
sharing,-0.5781466243509263
political,-0.578388502258817
compilation,-0.5785853608508589
single,-0.5794736338854172
fame,-0.5804785806238599
use,-0.5825784886080221
grandma,-0.5825968613465218
miracle,-0.5845035792833705
football,-0.5880886970178579
atlanta,-0.5908926420562766
detective,-0.592014364742734
chicken,-0.5952909804491023
basketball,-0.5973671697046511
league,-0.5987377871869316
artwork,-0.6001419690728313
brand,-0.6028004061924886
gaming,-0.6043299937846837
choice,-0.6043622310877214
closet,-0.6050602198870686
civil,-0.6054573757243725
poker,-0.6069941499269024
published,-0.6078306536032136
terror,-0.6081170256423656
event,-0.6096523687428117
taco,-0.6176329898330609
author,-0.6204845611748243
holder,-0.6226532642294711
giving,-0.6237499528065186
addiction,-0.624488815735374
publishing,-0.6248296183030001
da,-0.6368488204009999
freedom,-0.6397034158619128
puzzle,-0.6411745823643209
handle,-0.6412676523908147
bacon,-0.6430366043790366
tv,-0.6432273977969512
distribution,-0.6470187170787466
abuse,-0.648215198550739
moments,-0.6495019038621052
veterans,-0.6508964363955575
want,-0.6513015757647541
looking,-0.6527561554545432
keeping,-0.654575392160254
perspective,-0.6611770185409158
healthy,-0.6633929561395319
discover,-0.6664799044776911
passion,-0.6727491119018727
nerd,-0.673781397427864
extreme,-0.6764947600720579
cell,-0.6841169291833338
las,-0.6858145878683475
largest,-0.6868162425429052
sport,-0.6936139345444654
dirt,-0.6941077020499204
bank,-0.6951391662740264
demo,-0.7019812036600565
pet,-0.7034160061928726
couture,-0.7039505708545514
emergency,-0.7065828385140387
images,-0.7092716350832923
talent,-0.711181282632955
surviving,-0.7112869166586231
challenge,-0.7147374136199728
product,-0.7148255505230753
jesus,-0.7245077466243274
painted,-0.7250727718291695
beginnings,-0.7260326997105743
donald,-0.729142352102611
caribbean,-0.7335377168455546
bullying,-0.7377066820576164
custom,-0.7406185822950686
hair,-0.7415376403177883
safety,-0.7447072399166491
bath,-0.7467529177004592
turning,-0.7485830937845661
salsa,-0.7511747770619919
furniture,-0.7522073420532169
buddy,-0.7527030343683013
drinking,-0.7534093434859249
image,-0.7649776158988032
candles,-0.765711856158383
merch,-0.7659977322948551
diamond,-0.771541702577268
paint,-0.7716222282139226
tees,-0.7728872987318522
recipes,-0.7730069427405202
cartoon,-0.7872925939508959
gourmet,-0.7877777910906628
gifts,-0.788024318464272
filming,-0.7917663275966295
news,-0.7952088815139237
baked,-0.7994520799548036
sexy,-0.8020659366175721
business,-0.8041056208806155
productions,-0.804684868453237
christ,-0.8080767793837405
social,-0.8144922995134425
cost,-0.8168279942564906
cuisine,-0.8187447867327814
online,-0.8220227043432206
balls,-0.8221568924697641
ios,-0.8228734184755961
development,-0.8236537809854205
fitness,-0.828245524791541
treasures,-0.828338542749386
launching,-0.8316460298678157
canvas,-0.8386075949673762
toilet,-0.8410510576543231
unity,-0.8619611332523767
gang,-0.8751132511012127
president,-0.8755735390844428
medical,-0.8767819379895649
treats,-0.8792813370875746
lets,-0.8815418854145245
spiritual,-0.8823178266995523
org,-0.8964466117219868
cakes,-0.9037401232107026
beginning,-0.918867402606318
shooter,-0.9197527957928711
titled,-0.9262935067808243
cosmetics,-0.929865653076575
funding,-0.9331513764837471
boutique,-0.9367903786934556
abstract,-0.9408028349994207
shopping,-0.9484343374450143
catering,-0.9503182800297484
hip,-0.9554677930085673
crochet,-0.9647713277365806
vegas,-0.9658609733743838
multiplayer,-0.966632087954624
management,-0.9696582412409886
products,-0.9712074368659073
server,-0.9750616805358837
gospel,-0.9782449881305755
crafts,-0.9798940836879813
items,-0.9850353084198509
fried,-0.9903056982432786
needed,-0.9948971856367184
veteran,-1.0168474902226006
homeless,-1.0220636452782295
sell,-1.0298547092097456
chess,-1.0309403361508724
llc,-1.0343142573830764
services,-1.0512674065084593
bbq,-1.0543498820025032
tattoo,-1.0656658479863894
streetwear,-1.0854570665407213
potato,-1.089236456922601
clothing,-1.1046505527395638
prototype,-1.1112179013164862
www,-1.1124713236618435
start,-1.1126789141049644
label,-1.1229769418764732
net,-1.134948433422092
channel,-1.1385301590853172
equipment,-1.1454514011637194
startup,-1.1555808760254356
helping,-1.1729536807006362
rap,-1.1817115522864814
sports,-1.1826591492686258
awareness,-1.1892730743866788
christian,-1.1947667224871408
dating,-1.2183999227897262
mmorpg,-1.2246274700459734
events,-1.2382125204509922
budget,-1.2441988788565435
application,-1.2577671724782045
haunted,-1.2610484496362766
creations,-1.2618553500391287
golf,-1.262187833656634
manga,-1.2653652134648445
promo,-1.280857468003363
pokemon,-1.300018950769126
marketing,-1.3162227762573557
entertainment,-1.3230007917820457
cupcakes,-1.3293170050009808
salad,-1.3332356180480698
personalized,-1.3411034792670848
website,-1.3568381434509087
childrens,-1.3600713341837465
network,-1.361923590960965
minecraft,-1.4366356381611263
florida,-1.450837208992887
blog,-1.4654182873719748
success,-1.4721511982921653
promotion,-1.4949149424473327
trump,-1.5043912195316735
starting,-1.5311363039880193
reviews,-1.5998992937803824
mixtape,-1.6044056428356825
career,-1.6472169873880331
homemade,-1.6663594023950055
com,-1.6912862531943065
contest,-1.6958603904051572
app,-1.76052065671353
dj,-1.9083354582514598
paranormal,-2.1920529408781646
youtube,-2.622456606643386
